property_type;place_name;state_name;lat;lon;price;currency;price_aprox_local_currency;price_aprox_usd;surface_total_in_m2;surface_covered_in_m2;price_usd_per_m2;price_per_m2;floor;rooms;expenses;properati_url;description;title
apartment;Palermo;Capital Federal;-34.5782604;-58.42342220000001;240000.0;USD;4234680.0;240000.0;66.0;60.0;3636.363636363637;4000.0;;2.0;;http://www.properati.com.ar/17jsc_venta_departamento_palermo_balcon_suite_gimnasio_hidromasaje_piscina_sum_toilette_vestidor_sauna_garage_subte-linea-d_f-gk-propiedades_7ej;Excelente 2 ambientes ubicado en una de las mejores zonas del barrio de Palermo. El mismo cuenta con un amplio living comedor, cocina completa, baño completo, toilette de recepcion y un dormitorio en suite con vestidor. Posee un hermoso balcon al frente.El edifico cuenta con gym, jacuzzi, pileta, sauna, solarium, sum y una cochera fija cubierta. DIGNO DE VER!!!FGK PROPIEDADES.5/; Santa Maria de Oro 2600 - Palermo - Capital Federal
apartment;Palermo;Capital Federal;-34.57674779999999;-58.4242382;476400.0;USD;8405839.8;476400.0;98.0;84.0;4861.224489795918;5671.428571428572;;3.0;;http://www.properati.com.ar/17jum_venta_departamento_palermo_gimnasio_hidromasaje_lavadero_parrilla_piscina_terraza_sauna_lujoso_amenities_subte-linea-d_zuker-propiedades_dkh;TORRE DE MAXIMA CATEGORIA !!!!! ,CON EXCELENTES AMENITIES PISCINA PARA NIÑOS CLIMATIZADA ,PARRILLAS ,JGO INFANTILES ,GYM,LAUNDRY ,GUEST ROOM ,VESTUARIOS ,SAUNA,SALA DE MASAJES,SKY CLUB CON TERRAZA -MIRADOR HIDROMASAJES .EXCELENTE UBICACION Zuker Servicios Inmobiliarios Sucursal La Imprenta Olleros 1786 , CABA tel. 4-778-9699- rotativas ;JUNCAL 4600
apartment;Palermo;Capital Federal;-34.57674779999999;-58.4242382;760000.0;USD;13409820.0;760000.0;124.0;110.0;6129.032258064517;6909.090909090909;;3.0;;http://www.properati.com.ar/17jup_venta_departamento_palermo_gimnasio_hidromasaje_lavadero_parrilla_piscina_terraza_sauna_lujoso_amenities_subte-linea-d_zuker-propiedades_dkh;TORRE DE MAXIMA CATEGORIA !!!!! ,CON EXCELENTES AMENITIES PISCINA PARA NIÑOS CLIMATIZADA ,PARRILLAS ,JGO INFANTILES ,GYM,LAUNDRY ,GUEST ROOM ,VESTUARIOS ,SAUNA,SALA DE MASAJES,SKY CLUB CON TERRAZA -MIRADOR HIDROMASAJES .EXCELENTE UBICACION Zuker Servicios Inmobiliarios Sucursal La Imprenta Olleros 1786 , CABA tel. 4-778-9699- rotativas ;JUNCAL 4600
apartment;Palermo;Capital Federal;-34.5924903;-58.4080803;225000.0;USD;3970012.5;225000.0;61.0;61.0;3688.524590163935;3688.524590163935;;2.0;;http://www.properati.com.ar/17k0j_venta_departamento_palermo_gimnasio_hidromasaje_lavadero_piscina_sum_terraza_subte-linea-d_subte-linea-h_bienvende-amelia-claro_e77;Superficie total: 61 m²Expensas: 2,500Piso: 7Al Frente- 1 dormitorio- Baño completo- Cocina- Comedor- BalcónAmenities (Seguridad las 24 hs, Amplias Terrazas con 2 piscinas climatizadas, SUM Salón de Usos Múltiples, Gym, Jacuzzi, Laundry, Valet Parking)Se deja constancia que las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. Las expensas pueden sufrir variaciones.BIENVENDE AMELIA CLAROBIENVENDE AMELIA CLAROAv. Federico Lacroze 23554778-;EXCELENTE DPTO DE 2 AMBIENTES A ESTRENAR EN PALERMO, CON LUJOSOS AMENITIES 
apartment;Palermo;Capital Federal;;;250000.0;USD;4411125.0;250000.0;;;;;;3.0;;http://www.properati.com.ar/17k7r_venta_departamento_palermo_baulera_jardin_subte-linea-d_palermo-soho;Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Palermo - 2 DormitoriosAPTO CREDITO. Excelente ubicación a pocos metros de Av. Santa Fe. A 2 cuadras de la linea D de subte y de la Av. Scalabrini Ortiz. Pròximo al Jardìn Botánico,  Plaza Italia y  Shopping Alto Palermo . Jardin en planta baja de uso común. En subsuelo  baulera de 0.90 por 2 mts de alto. Amplios ambientes. Venta condicionada a CompraSemana del 24 al 31 de julio no se puede mostrar (vacaciones). -  Mat. ;Departamento en Venta ubicado en Palermo
apartment;Palermo;Capital Federal;-34.59472589999999;-58.4138922;103000.0;USD;1817383.5;103000.0;44.0;37.0;2340.909090909091;2783.783783783784;7.0;;1900.0;http://www.properati.com.ar/17kjb_venta_departamento_barrio-norte_de-la-carcova-3510_balcon_luminoso_placard_subte-linea-d_lepore-propiedades-palermo;VENTA ALQUILER DEPARTAMENTO 2 AMBIENTES BARRIO NORTEUnidad al frente con balcón con vista abierta, ubicada a metros de Univ de Palermo y Av. Cnel. Diaz. Consta de living-comedor, dormitorio con placard, cocina independiente equipada con alacena y muebles bajo mesada y baño completo. Posee piso de laja en el estar y de parquet en la habitación.  Muy luminoso.  LEPORE PROPIEDADES  LEPORE Propiedades S.A.CUIT : 33-60234274-9C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro)AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) -  - LEPORE PROPIEDADES;DEPARTAMENTO EN VENTA
apartment;Palermo;Capital Federal;-34.582344;-58.420422;565000.0;USD;9969142.5;565000.0;;215.0;;2627.906976744186;;5.0;;http://www.properati.com.ar/17ku3_venta_departamento_palermo_balcon_baulera_suite_jardin_lavadero_toilette_vestidor_luminoso_lujoso_dependencias_garage_placard_losa-radiante_doble-circulacion_subte-linea-d_re-max-plaza;Corredor Responsable: MARIA NATALE - CUCICBA 6030Contacto: Gonzalo Regueira - MLS ID # 420461045-11Excelente Semipiso en el barrio de Palermo, al frente del jardín botánico sobre Avenida Santa Fé, con gran vista, súper luminoso.  - Gran living comedor con salida a balcón aterrazado. - Ámplia cocina comedor con doble circulación y acceso de servicio. - Dependencia con baño + lavadero. - Suite principal con vestidor + baño completo con ante-baño y salida al balcón del contrafrente. - Segunda suite baño completo + placard con salida al balcón del contrafrente. - Dos dormitorios + placard con acceso a tercer baño completo. - Toilette de recepción. -  Ingreso por palier privado y de servicio ( Dos ascensores en el edificio ) . - Servicios centrales - Calefacción por losa radiante. - Encargados y seguridad en el edificio las 24 hs. - Cochera + baulera. - Últimas expensas $11.000 aproximadamente.  Próximo a Avenidas  - 1 cuadra de Avenida Las Heras  - 1 cuadra de Avenida Sarmiento - 3 cuadras de Avenida Scalabrini Ortíz - 4 cuadras de Avenida Cerviño - 6 cuadras de Avenida Libertador  Diversos medios de transporte  - SUBTE D combinación con SUBTE H  - Colectivos 10, 12, 15, 29, 34, 36, 37, 39, 41, 55, 57, 59, 60, 64, 67, 68, 93, 95, 108, 111, 118, 128, 141, 152, 160, 161, 188, 194 .     ADVERTENCIA IMPORTANTE: Los montos especificados de expensas responden a una declaración del propietario el día que fue autorizada la propiedad y/o de la liquidación de expensas entregada en fotocopia. Habitualmente el mismo NO está actualizado. Verificar el monto actualizado previo al alquiler/compra de la propiedad.;VENTA 5 AMB SEMIPISO C/DPCIA Y COCHERA PALERMO
store;Palermo;Capital Federal;-34.581109600000005;-58.43103249999999;520000.0;USD;9175140.0;520000.0;224.0;197.0;2321.428571428572;2639.5939086294416;;;;http://www.properati.com.ar/17l2b_venta_local_palermo_subte-linea-d_zuker-propiedades_dkg; EN VENTA LOCAL EN PALERMO 230 M2 SIN EXPENSAS APTO TODO RUBROZuker Servicios Inmobiliarios Sucursal Paseo del Ángel Cuba 1940 2 of 201  CABAtel. 4-784-5455- rotativas ;GUATEMALA 5500
apartment;Palermo;Capital Federal;;;165000.0;USD;2911342.5;165000.0;;;;;;2.0;;http://www.properati.com.ar/17l6e_venta_departamento_palermo_balcon_parrilla_sum_terraza_toilette_garage_amenities_estrenar_alto-palermo;Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Palermo - 1 Dormitorios - Con CocheraA ESTRENAR !!! Al frente, 1 dormitorio en ste. , baño,  toilette y cocina, con balcon.Amenities. SUM, Terraza, Parrilla, Loundry. Cochera en PB.. - CUCICBA Mat. 2779;Departamento en Venta ubicado en Palermo
apartment;Palermo;Capital Federal;-34.586249;-58.404605;415000.0;USD;7322467.5;415000.0;;139.0;;2985.611510791367;4.0;3.0;;http://www.properati.com.ar/17lez_venta_departamento_palermo_suite_lavadero_vestidor_luminoso_lujoso_dependencias_amoblado_subte-linea-d_re-max-bur-oacute;Corredor Responsable: Rebeca Stern - C.U.C.I.C.B.A 4824Contacto: Maria Alejandra Figueroa - MLS ID # 420101144-138Hermoso y lujoso departamento con excelente ubicación, sobre Sanchez de Bustamante esquina Peña. Reciclado en su totalidad con detalles de calidad y buen gusto.   Son tres ambientes con dependencia de servicio, muy amplios con 139 metros totales. Gran luminosidad en todos sus ambientes.   Se ingresa a un amplio hall de entrada, que conduce al living comedor. El mismo se sectoriza en un área de estar o family room, espacioso y cómodo living con un gran comedor, rodeados de ventanales que le aportan gran luminosidad a los ambientes.   Se compone de dos dormitorios de grandes dimensiones, uno de ellos en suite con vestidor. El otro dormitorio cuenta con un baño completo (con ducha).   La cocina fue íntegramente refaccionada con amoblamiento de calidad y diseño. Cuenta con un espacio de breakfast. El lavadero se encuentra separado con una división de la cocina. Dependencia de servicio con baño completo.  Edificio clásico de 4 pisos (semipisos) con dos ascensores. Excelente mantenimiento. Portería con vivienda y auxiliar de portería. Expensas aproximadas: $5,472 (mes de abril 2017).  No es apto profesional. Es apto crédito.  Nota: superficies por escritura:  - Cubierta: 132,94 m2 - Semicubierta: 6,91 m2 - Total: 139,85 m2  Martillero y Corredor Responsable: Rebeca Stern CUCICBA 4824 / Maximiliano Vazquez CSI 5119  Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él. ;VENTA: IMPECABLE 3 AMB C/ DEP- RECICLADO- 139MTS.
apartment;Palermo;Capital Federal;-34.576869;-58.435575;280000.0;USD;4940460.0;280000.0;;82.0;;3414.634146341464;;3.0;;http://www.properati.com.ar/17lgo_venta_departamento_palermo_balcon_hidromasaje_lavadero_parrilla_piscina_sum_luminoso_garage_amenities_subte-linea-d_re-max-total-v;Corredor Responsable: Jorge Salafia - CUCICBA 5666Contacto: Dra. Ximena Gonzalez Alvarez - MLS ID # 420211043-101Departamento en la Calle Arevalo, inmejorable ubicación.Edificio nuevo de 7 años de antiguedad. Amenities.  Es un tercer piso al frente con mucha luz. Gran living comedor, con cocina con lavadero independiente. Dos dormitorios con dos baños completos. Balcón Aterrazado con jacuzzi  y parrilla individual en el mismo. El edificio posee amenities en el Primer Piso , Pileta , parrilla y Sum. Expensas $ 3600 .( Incluye AYSA)   Cocheras disponibles en alquiler en el edificio de enfrente que es solo de alquiler de cocheras.;Departamento de 3 ambientes. Amenities.BconAterraz
apartment;Palermo;Capital Federal;-34.5963441;-58.4231714;64000.0;USD;1129248.0;64000.0;24.0;24.0;2666.6666666666665;2666.6666666666665;;1.0;1800.0;http://www.properati.com.ar/17m1b_venta_departamento_palermo_gascon_1200_terraza_vestidor_luminoso_dueno-directo_cwv;Excelente ubicación, a tan a solo 1 cuadras de Av. Córdoba y 5 de Scalabrini Ortiz Departamento de 18 años de antigüedad. Pisos y baño refaccionados hace 5 años. 24 metros cuadrados, Aire Frío Calor y Estufa de Tiro balanceado Cocina integrada con barra desayunadora, cocina completa y conexión para el lavarropas. Baño con extractor. Vestidor El ambiente se encuentra divido por una pared (no durlock), separando el living, del dormitorio. Terraza y Parque de uso común. Expensas: $1.800 incluyen Aysa Le Brique Propiedades 4522-1632;Departamento venta
apartment;Palermo;Capital Federal;-34.5977233;-58.42178249999999;75000.0;USD;1323337.5;75000.0;30.0;28.0;2500.0;2678.5714285714284;;1.0;;http://www.properati.com.ar/17mcu_venta_departamento_palermo_balcon_placard_subte-linea-b_carbonetti-propiedades;1 amb al frente con balcón - muy buena vista sobre calle Cabrera - baño completo - cocina separada - amplio placard - piso de parquet. excelente oportunidad ;F. A. de Figueroa 1200 - 1 amb - muy luminoso
apartment;Palermo;Capital Federal;-34.58184910000001;-58.4253713;72000.0;USD;1270404.0;72000.0;26.0;26.0;2769.230769230769;2769.230769230769;;1.0;;http://www.properati.com.ar/17mec_venta_departamento_palermo_subte-linea-d_cityprop_dx3;Venta Departamento MonoAmbiente Palermo25m2Muy luminosoPiso flotante recien colocado;Venta Departamento Monoambiente en Palermo
apartment;Palermo;Capital Federal;-34.58184910000001;-58.4253713;67000.0;USD;1182181.5;67000.0;23.0;23.0;2913.043478260869;2913.043478260869;;1.0;;http://www.properati.com.ar/17mef_venta_departamento_palermo_subte-linea-d_cityprop_dx3;Muy LuminosoDisposición contrafrente23m2alquiler $5700exp 700;Venta departamento Monoambiente Palermo
apartment;Palermo;Capital Federal;-34.5821169834;-58.4110410543;157000.0;USD;2770186.5;157000.0;53.0;53.0;2962.264150943396;2962.264150943396;11.0;;;http://www.properati.com.ar/17mwn_venta_departamento_palermo_las-heras-general-av-_3700_luminoso_vista_subte-linea-d_garcia-cano-bienes-raices;Departamento de Dos Ambientes en Venta.En la pintoresca zona de Palermo, a pocas cuadras del BotÃ¡nico.Entre la Avenida Scalabrini Ortiz y Ugarteche.Muy Luminoso. Vista al PulmÃ³n de Manzana.El Living, el Dormitorio, la Cocina y el BaÃ±o estÃ¡n conectados con el Hall de entrada.El Inmueble se encuentra en el Piso 11.Amplia Cocina.Servicios Individuales. Agua Caliente por Termotanque.** La oferta de este inmueble es a solo tÃ­tulo informativo, pues la venta de la propiedad estÃ¡ supeditada a que el propietario cumplimente el trÃ¡mite ante la AFIP para la obtenciÃ³n del NÂº de COTI.;Departamento 53m² con Teléfono en Las Heras General Av. 3700, Capital Federal, Palermo, por U$S 157.000
apartment;Palermo;Capital Federal;-34.5809173;-58.4245225;155000.0;USD;2734897.5;155000.0;70.0;65.0;2214.285714285714;2384.615384615385;;;;http://www.properati.com.ar/17nhq_venta_departamento_palermo_impecable_subte-linea-d_estilo-inmobiliario_dl8;* Excelente y Gran Depto de 2 AMB Y MEDIO* 1º x escalera, PISO UNICO * SIN EXPENSAS EDIFICIO en Excelente Estado * COCINA , LIVING, COMEDOR DIARIO * T/renovado a NUEVO IMPECABLE ESTADO * UBICACION DE PRIVILEGIO * Pasos Av Santa Fe, Subte D, Lineas de Colectivos     Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).;DARREGUEYRA 2400 TRES AMBIENTES , VENTA   
apartment;Palermo;Capital Federal;-34.571149600000005;-58.4232966;133000.0;USD;2346718.5;133000.0;40.0;40.0;3325.0;3325.0;;2.0;;http://www.properati.com.ar/17nxk_venta_departamento_palermo_balcon_lavadero_parrilla_piscina_terraza_amenities_placard_mpinus;ESLOVENIA Y AV LUIS MARIA CAMPOS Excelente edificio en pozo sobre lote de 30 mts de frente en esquina. Proyecto de Camps Tiscornia. Amenities. Todas las unidades apaisadas con living y comedor al frente, ventanales de piso a techo, excelentes vistas y terminaciones. EMPLAZADO EN PLENO BARRIO DE CAÑITAS Y CON HERMOSA VISTA A TODO EL VERDE DEL REGIMIENTO DE GRANADEROS ENTREGA JULIO 2019 UNIDADES DE 1, 2 Y 3 AMB DESDE U$S 85.300 FINANCIACION ESPECIFICACIONES TECNICAS UNIDADES 1)TERMINACIONES A)Muros:Paredes divisorias entre departamentos de ladrillo macizo común (opc 1), o con el sistema constructivo de placa de roca de yeso (opc 2). Los tabiques interiores serán de mampostería de ladrillo hueco, o con el sistema constructivo de placa de roca de yeso. En caso de utilizar el sistema constructivo de placa de roca de yeso, se utilizara una aplicación en todo el espesor del tabique de una Aislación Celulósica Proyectada (ACP). Paredes exteriores en hormigón a la vista, revestimiento interior aislante en placa de roca.B)Revoques:Revoque impermeable grueso y fino en las paredes exteriores seg doc.Los cielorrasos suspendidos serán con placa de durlock.Cantoneras metálicas en esquinas y buñas en cielorrasos.C)Revestimientos:Los baños irán con revestimiento hasta un mínimo de 2,10 m. de altura con un porcellanato de marca reconocida.D)Pisos:Estar-comedor, Paso, Dormitorios y cocinas: Carpeta de alisado de cemento (30 mm.) apto para recibir piso flotante de madera o alfombra. Baños con piso de porcellanato de marca reconocida.2)CARPINTERIAS     Carpintería de PVC o aluminio Aluar línea A-30 Módena 3)CARPINTERIAS DE MADERAPuertas placas interiores con tablero de 6mm en cada cara.Herrajes de bronce terminación platil.Muebles bajo mesada enchapados en laminado plástico.Frentes de placard corredizos con estructura de aluminio, o con hojas de abrir en MDF para pintar. No se entrega interiores de placards.4)INSTALACION SANITARIALa distribución de agua fría y caliente se materializará con cañerías marca “Acqua System”, “Saladillo Hidro 3” o similar.El agua caliente será suministrada por un termotanque eléctrico individual de 125 litros. Para los desagües se utilizará el sistema “Awaduct” o similar y los mismos se realizarán suspendidos bajo losa. Llaves de paso cromadas para agua fría y caliente en los locales sanitarios y cocina.5)ARTEFACTOS SANITARIOSArtefactos Ferrum, línea “Bari” o similar.Bachas de baño de apoyar “Decca Piazza L73” o similarPileta de cocina de acero inoxidable “Mi Pileta” o similar.Accesorios Ottone, línea “Basic” o similar.6)GRIFERÍASCocinas: Monocomando “Soal” de Hydros o similar.Baños: “Novara” de Hydros o similar.7)CALEFACCIÓN / AIRE ACONDICIONADOEn cuanto a la instalación termomecánica será resuelta con equipos frio calor tipo split para los ambientes principales –uno por unidad- con las condensadoras correspondientes ubicadas en los balcones. No se proveen equipos8)INSTALACION ELECTRICAPara la instalación eléctrica cada unidad contará con un tablero principal con disyuntor diferencial y llaves termomagneticas correspondientes.  Circuitos independientes con sus respectivas llaves y tomas serán de la línea “Sica Life” o similar.Telefonía y televisión en ambientes principales.Portero eléctrico.9)MARMOLERÍAMesadas de mármol blanco o granito negro en cocinas.En baños mesadas de mármol o similar.10)PINTURAParedes y cielorrasos: no incluida.11)ASCENSORAscensores de primera línea, frecuencia variable.Cabina de acero inoxidable con capacidad para 4 personas.Puertas automáticas en todos los niveles.12)ARTEFACTO DE COCINAAnafe eléctrico de dos hornallas “Domec” o similar.ESPECIFICACIONES TECNICAS ESPACIOS COMUNES1)PLANTA BAJAA)Revestimientos:Sector ascensores con frentes revestidos en madera y/o porcellanato y/o revestimiento metálico tipo Alucobond o similar.Puertas de ascensor en acero inoxidable.      Revestimiento paredes en marmetas y/o porcellanato o similarB)Pisos:      Porcellanato con guarda y narices en mármol y/o acero inoxidable.2)PALIERES DE PISOA)Paredes: Empapelado o pintado con zocalo de MDF B)Pisos:Porcellanto o similar 3)TERRAZA El edificio contará con una terraza descubierta de uso común, con una pileta y      sector de parrilla ubicados en el ultimo piso.El piso de del área pileta será tipo Travertilit o similar, mientras que el sector parrilla será en porcellanato o similar.Pileta revestida en venecita o pintada con aquavations y con sistema de filtrado incorporado.4)SUBSUELOEl edificio contará además con un espacio para lavadero común ubicado en el primer subsuelo.;ESLOVENIA ESQ AV. LUIS MARIA CAMPOS
apartment;Palermo;Capital Federal;-34.571149600000005;-58.4232966;242000.0;USD;4269969.0;242000.0;64.0;64.0;3781.25;3781.25;;2.0;;http://www.properati.com.ar/17nxp_venta_departamento_palermo_balcon_lavadero_parrilla_piscina_terraza_amenities_placard_mpinus;ESLOVENIA Y AV LUIS MARIA CAMPOS Excelente edificio en pozo sobre lote de 30 mts de frente en esquina. Proyecto de Camps Tiscornia. Amenities. Todas las unidades apaisadas con living y comedor al frente, ventanales de piso a techo, excelentes vistas y terminaciones. EMPLAZADO EN PLENO BARRIO DE CAÑITAS Y CON HERMOSA VISTA A TODO EL VERDE DEL REGIMIENTO DE GRANADEROS ENTREGA JULIO 2019 UNIDADES DE 1, 2 Y 3 AMB DESDE U$S 85.300 FINANCIACION ESPECIFICACIONES TECNICAS UNIDADES 1)TERMINACIONES A)Muros:Paredes divisorias entre departamentos de ladrillo macizo común (opc 1), o con el sistema constructivo de placa de roca de yeso (opc 2). Los tabiques interiores serán de mampostería de ladrillo hueco, o con el sistema constructivo de placa de roca de yeso. En caso de utilizar el sistema constructivo de placa de roca de yeso, se utilizara una aplicación en todo el espesor del tabique de una Aislación Celulósica Proyectada (ACP). Paredes exteriores en hormigón a la vista, revestimiento interior aislante en placa de roca.B)Revoques:Revoque impermeable grueso y fino en las paredes exteriores seg doc.Los cielorrasos suspendidos serán con placa de durlock.Cantoneras metálicas en esquinas y buñas en cielorrasos.C)Revestimientos:Los baños irán con revestimiento hasta un mínimo de 2,10 m. de altura con un porcellanato de marca reconocida.D)Pisos:Estar-comedor, Paso, Dormitorios y cocinas: Carpeta de alisado de cemento (30 mm.) apto para recibir piso flotante de madera o alfombra. Baños con piso de porcellanato de marca reconocida.2)CARPINTERIAS     Carpintería de PVC o aluminio Aluar línea A-30 Módena 3)CARPINTERIAS DE MADERAPuertas placas interiores con tablero de 6mm en cada cara.Herrajes de bronce terminación platil.Muebles bajo mesada enchapados en laminado plástico.Frentes de placard corredizos con estructura de aluminio, o con hojas de abrir en MDF para pintar. No se entrega interiores de placards.4)INSTALACION SANITARIALa distribución de agua fría y caliente se materializará con cañerías marca “Acqua System”, “Saladillo Hidro 3” o similar.El agua caliente será suministrada por un termotanque eléctrico individual de 125 litros. Para los desagües se utilizará el sistema “Awaduct” o similar y los mismos se realizarán suspendidos bajo losa. Llaves de paso cromadas para agua fría y caliente en los locales sanitarios y cocina.5)ARTEFACTOS SANITARIOSArtefactos Ferrum, línea “Bari” o similar.Bachas de baño de apoyar “Decca Piazza L73” o similarPileta de cocina de acero inoxidable “Mi Pileta” o similar.Accesorios Ottone, línea “Basic” o similar.6)GRIFERÍASCocinas: Monocomando “Soal” de Hydros o similar.Baños: “Novara” de Hydros o similar.7)CALEFACCIÓN / AIRE ACONDICIONADOEn cuanto a la instalación termomecánica será resuelta con equipos frio calor tipo split para los ambientes principales –uno por unidad- con las condensadoras correspondientes ubicadas en los balcones. No se proveen equipos8)INSTALACION ELECTRICAPara la instalación eléctrica cada unidad contará con un tablero principal con disyuntor diferencial y llaves termomagneticas correspondientes.  Circuitos independientes con sus respectivas llaves y tomas serán de la línea “Sica Life” o similar.Telefonía y televisión en ambientes principales.Portero eléctrico.9)MARMOLERÍAMesadas de mármol blanco o granito negro en cocinas.En baños mesadas de mármol o similar.10)PINTURAParedes y cielorrasos: no incluida.11)ASCENSORAscensores de primera línea, frecuencia variable.Cabina de acero inoxidable con capacidad para 4 personas.Puertas automáticas en todos los niveles.12)ARTEFACTO DE COCINAAnafe eléctrico de dos hornallas “Domec” o similar.ESPECIFICACIONES TECNICAS ESPACIOS COMUNES1)PLANTA BAJAA)Revestimientos:Sector ascensores con frentes revestidos en madera y/o porcellanato y/o revestimiento metálico tipo Alucobond o similar.Puertas de ascensor en acero inoxidable.      Revestimiento paredes en marmetas y/o porcellanato o similarB)Pisos:      Porcellanato con guarda y narices en mármol y/o acero inoxidable.2)PALIERES DE PISOA)Paredes: Empapelado o pintado con zocalo de MDF B)Pisos:Porcellanto o similar 3)TERRAZA El edificio contará con una terraza descubierta de uso común, con una pileta y      sector de parrilla ubicados en el ultimo piso.El piso de del área pileta será tipo Travertilit o similar, mientras que el sector parrilla será en porcellanato o similar.Pileta revestida en venecita o pintada con aquavations y con sistema de filtrado incorporado.4)SUBSUELOEl edificio contará además con un espacio para lavadero común ubicado en el primer subsuelo.;ESLOVENIA ESQUINA AV. LUIS MARIA CAMPOS
apartment;Palermo;Capital Federal;-34.571149600000005;-58.4232966;;;;;65.0;46.0;;;;2.0;;http://www.properati.com.ar/17nzn_venta_departamento_palermo_balcon_baulera_suite_gimnasio_parrilla_piscina_sum_garage_morano-propiedades;Ubicado en el corazón de Palermo y rodeado de una gran oferta comercial, educativa y cultural, Juncal Suites ofrece inmejorables unidades de dos ambientes con amplios balcones.El edificio cuenta con 7 pisos y dos unidades por piso, espacio para SUM, parrilla, espacio para gimnasio, pileta y solárium. En Planta baja habrá cocheras y bauleras opcionales.Matriculado:Morano Alejandro MiguelCPI 5166Tel.  // ;JUNCAL SUITES
apartment;Palermo;Capital Federal;-34.5822745692;-58.4202635767;194000.0;USD;3423033.0;194000.0;83.0;83.0;2337.3493975903616;2337.3493975903616;;3.0;;http://www.properati.com.ar/17nzy_venta_departamento_palermo_balcon_lavadero_luminoso_aire-acondicionado_subte-linea-d_orozco-gonzalez-paz_exu;Muy buen departamento.  Semipiso al frente sobre Gurruchaga.  Palier semiprivado. 1 ascensor tipo jaula.  Hall de recepción. Living con chimenea, comedor sectorizado.  Dormitorio principal al frente con balcón.  2º dormitorio interno. 1 baño completo.  Amplia cocina y lavadero con despensa separado. Pisos de pinotea.  Excelente carpintería. Techos altos con molduras.  De época. Calefacción individual por estufa de tiro balanceado y aire acondicionado frío-calor.  Agua caliente individual por calefón. Bajas expensas.  Muy luminoso.Orozco Gonzalez PazCPI 2895Tel. 48074973Tel. 1540839654;Edificio antiguo frente al Botánico
apartment;Palermo;Capital Federal;-34.5798852;-58.40983370000001;1800000.0;USD;31760100.0;1800000.0;264.0;264.0;6818.181818181818;6818.181818181818;;5.0;;http://www.properati.com.ar/17oub_venta_departamento_palermo_balcon_jardin_lavadero_piscina_toilette_vista_lujoso_dependencias_garage_mpinus;CONTACTO LEONEL: 1164340084 VENTA DEPARTAMENTO EN SCALABRINI ORTIZ 3200 5 amb 264mts piso en complejo de AISENSON. vista al río. palier privado gran recepción escritorio, toilette balcón con las mejores vistas. comedor diario, lavadero y doble dependencia con una cochera simple y otra cochera doble. seguridad las 24hs, piscina jardín, solarium . Cubierta: 264.00 Total: 264.00 PRECIOS Expensas: 14000 Ambientes 5 Living 7.70 x 5.20 Comedor 5.00 x 3.50 Baños 2 Cocina 5.80 x 3.00 Baño. servicio Si Balcon Cerrado 9.50 x 2.80 Otros Escritorio: 2.80 x 4.50;PALERMO CHICO - TORRE AISENSON 5 AMB CON VISTA AL RÍO
apartment;Palermo;Capital Federal;-34.5905174;-58.410287;250000.0;USD;4411125.0;250000.0;114.0;114.0;2192.9824561403507;2192.9824561403507;;4.0;;http://www.properati.com.ar/17ow6_venta_departamento_palermo_balcon_baulera_lavadero_sotano_toilette_dependencias_placard_aire-acondicionado_subte-linea-d_faver-popiedades-srl;"Departamento 4 Ambientes con Dependencias (Semipiso). Superficie Total:113,91 M2).  Excelente ubicación a  metros de Av Santa Fé y Shopping Alto Palermo.. Cerca de Subte Linea ""D"" e  innumerables medios de transporte. Antigüedad: 60 años. 2 Ascensores. Orientación Este.Al frente, 7° piso con Balcón Francés. Baulera en sótano ( 5.30 M2). Doble entrada. Baño completo, Toilette y baño de servicio. Dormitorio 3 X 3.50 con placard, Dormitorio 3.80 X 3 con placard,  1 Dormitorio se unió al living 2.80 X 3 ( se puede utilizar como Escritorio o tercer Dormitorio) Cocina y Comedor Diario 2.50 X 4, Living Comedor 3.70 X 7.50. Dormitorio de Servicio 3 X 2.50. Aire Acondicionado. Calefacción central por radiadores. Lavadero. Muy buen Estado. Expensas: $3.900.- APTO CREDITO. EXCELENTE OPORTUNIDAD";PALERMO Semipiso 4 Ambientes c/Dep al Frente Baulera EXCELENTE OPORTUNIDAD
